ano,mês,dia,hora,min,latit,longit,ss.s,mag,estado,cidade,
1995,12,27,9,53,-5530,-35750,  0.0, 2.4,RN,Joao Camara,
1995,12,27,21,29,-5530,-35750,  0.0, 2.0,RN,Joao Camara,
1995,12,29,13,59,-13820,-49430,  0.0, 2.4,GO,Mutunopolis,
1996,1,13,0,33,-28040,-46380,  0.0, 3.2,SC,Margem Cont.,
1996,1,19,16,18,-5520,-35730,  0.0, 2.7,RN,Joao Camara,
1996,1,19,16,21,-5520,-35730,  0.0, 2.3,RN,Joao Camara,
1996,1,29,18,47,-17030,-49810,  0.0, 2.2,GO,Hidrolandia,
1996,2,23,23,27,-21950,-48680,  0.0, 2.9,SP,Bariri,
1996,2,28,5,34,-19580,-48200,  0.0, 2.8,MG,Nova Ponte,
1996,3,1,3,39,-15610,-51870,  0.0, 3.2,MT,Araguaiana,
1996,3,7,5,46,-25500,-45430,  0.0, 2.0,PR,Margem Cont.,
1996,3,12,10,18,-28430,-34660,  0.0, 4.6,SC,Atlantico S,
1996,3,13,5,5,-15610,-51870,  0.0, 3.6,MT,Araguaiana,
1996,3,21,18,49,-15610,-51870,  0.0, 3.4,MT,Araguaiana,
1996,3,21,18,53,-15610,-51870,  0.0, 3.1,MT,Araguaiana,
1996,3,22,6,17,-15610,-51870,  0.0, 2.9,MT,Araguaiana,
1996,3,28,11,50,-15610,-51870,  0.0, 3.1,MT,Araguaiana,
1996,3,28,15,5,-24870,-44240,  0.0, 3.1,SP,Margem Cont.,
1996,3,30,21,32,-15610,-51870,  0.0, 3.2,MT,Araguaiana,
1996,4,4,21,45,-19920,-44350,  0.0, 2.7,MG,Betim,
1996,4,9,5,17,-21290,-47320,  0.0, 2.8,SP,Cajuru,
1996,4,15,4,56,-15760,-51930,  0.0, 2.6,MT,Araguaiana,
1996,4,21,2,55,-23960,-44680,  0.0, 2.2,SP,Margem Cont.,
1996,4,24,20,3,-26470,-45380,  0.0, 3.0,SC,Margem Cont.,
1996,4,27,9,4,-15640,-51910,  0.0, 2.6,MT,Araguaiana,
1996,4,27,14,47,-18120,-43690,  0.0, 3.2,MT,Alto Garcas,
1996,4,30,13,11,-24140,-46960,  0.0, 2.0,SP,Margem Cont.,
1996,5,1,12,43,-12570,-48050,  0.0, 2.7,TO,S.STocantins,
1996,5,8,19,2,-21290,-47320,  0.0, 2.0,SP,Cajuru,
1996,5,9,5,17,-21390,-47250,  0.0, 2.7,SP,Cajuru,
1996,5,10,2,45,-15790,-51730,  0.0, 2.7,MT,Araguaiana,
1996,5,10,6,0,-15610,-51870,  0.0, 3.4,MT,Araguaiana,
1996,5,12,15,6,-21190,-46300,  0.0, 2.2,MG,Jureia,
1996,5,13,20,43,-15610,-51870,  0.0, 2.6,MT,Araguaiana,
1996,5,19,19,14,-15610,-51870,  0.0, 2.2,MT,Araguaiana,
1996,6,3,5,18,-13030,-50350,  0.0, 2.7,GO,S.M.Araguaia,
1996,6,11,20,38,-22730,-48680,  0.0, 3.4,SP,Areiopolis,
1996,6,13,3,50,-26700,-45680,  0.0, 2.8,SC,Margem Cont.,
1996,6,13,13,15,-15250,-40250,  0.0, 2.1,BA,Itapetinga,
1996,6,18,0,38,-13780,-48240,  0.0, 2.2,GO,Campinacu,
1996,6,18,0,38,-13880,-48140,  0.0, 2.2,GO,Campinacu,
1996,6,19,5,30,-14150,-48680,  0.0, 2.2,GO,Campinacu,
1996,6,21,0,45,-14210,-48430,  0.0, 2.1,GO,Campinacu,
1996,6,26,0,33,-13310,-48450,  0.0, 2.5,GO,Minacu,
1996,6,28,2,46,-22940,-45210,  0.0, 2.4,SP,Roseira,
1996,7,1,23,20,-10750,-62220,  0.0, 3.2,RO,Ouro Preto,
1996,7,10,7,20,-15610,-51990,  0.0, 2.3,MT,Araguaiana,
1996,7,18,8,9,-13820,-48310,  0.0, 2.3,GO,Campinacu,
1996,7,27,23,34,-23880,-57020,  0.0, 3.0,PY,Paraguai,
1996,8,2,8,34,-13980,-48530,  0.0, 2.2,GO,Campinacu,
1996,8,3,15,14,-19310,-47880,  0.0, 2.5,MG,Nova Ponte,
1996,8,10,1,47,-16730,-51790,  0.0, 2.3,MT,Araguaiana,
1996,8,15,9,24,-15610,-51870,  0.0, 3.4,MT,Araguaiana,
1996,8,21,20,30,-15610,-51870,  0.0, 3.0,MT,Araguaiana,
1996,8,22,5,37,-15670,-51890,  0.0, 2.2,MT,Araguaiana,
1996,8,24,17,45,-15730,-51740,  0.0, 2.3,MT,Araguaiana,
1996,8,28,13,14,-15790,-51950,  0.0, 2.9,MT,Araguaiana,
1996,8,29,15,8,-15610,-51870,  0.0, 3.0,MT,Araguaiana,
1996,9,1,4,12,-15810,-42230,  0.0, 2.8,MG,Taiobeiras,
1996,9,1,17,26,-15830,-51930,  0.0, 2.8,MT,Araguaiana,
1996,9,1,17,37,-15570,-52020,  0.0, 2.4,MT,Araguaiana,
1996,9,1,17,41,-15610,-52040,  0.0, 2.2,MT,Araguaiana,
1996,9,3,4,55,-10630,-37770,  0.0, 2.1,BA,Fatima,
1996,9,10,2,55,-8280,-35980,  0.0, 2.8,PE,Caruaru,
1996,9,12,7,1,-15570,-51930,  0.0, 3.0,MT,Araguaiana,
1996,9,20,21,8,-5520,-35730,  0.0, 2.6,RN,Joao Camara,
1996,9,21,4,26,-15740,-51840,  0.0, 2.5,MT,Araguaiana,
1996,9,26,21,23,-5520,-35730,  0.0, 2.0,RN,Joao Camara,
1996,10,14,2,48,-15780,-51820,  0.0, 2.4,MT,Araguaiana,
1996,10,18,16,42,-16520,-52320,  0.0, 2.3,GO,Piranhas,
1996,10,18,21,44,-21040,-46740,  0.0, 4.0,MG,Jacui-Guaxupeh,
1996,10,19,4,19,-15740,-51690,  0.0, 2.6,MT,Araguaiana,
1996,10,19,10,56,-12360,-49310,  0.0, 2.5,TO,Alvorada,
1996,10,26,20,30,-22710,-40500,  0.0, 4.0,RJ,Margem Cont.,
1996,10,28,22,2,-21290,-47320,  0.0, 2.6,SP,Cajuru,
1996,11,9,15,38,-24410,-47840,  0.0, 2.8,SP,Registro,
1996,11,13,23,39,-12260,-50110,  0.0, 3.4,TO,Gurupi,
1996,11,14,4,30,-8280,-35980,  0.0, 2.3,PE,Caruaru,
1996,11,15,8,10,-10960,-38370,  0.0, 2.6,SE,Capela,
1996,11,25,1,24,-13360,-49190,  0.0, 2.1,GO,Porangatu,
1996,11,25,15,52,-13230,-49250,  0.0, 2.4,GO,Porangatu,
1996,11,26,4,14,-11390,-56800,  0.0, 4.2,MT,Tabapora,
1996,12,10,17,44,-15610,-51870,  0.0, 3.5,MT,Araguaiana,
1996,12,17,16,57,-16740,-43860,  0.0, 2.3,MG,Montes Claros,
1996,12,20,3,20,-21030,-44760,  0.0, 2.0,MG,Bom Sucesso,
1997,1,3,3,23,-15610,-51870,  0.0, 2.4,MT,Araguaiana,
1997,1,12,5,32,-21290,-47320,  0.0, 2.3,SP,Cajuru,
1997,1,13,3,42,-20280,-44330,  0.0, 2.7,MG,Rio Manso,
1997,1,15,9,32,-5460,-35690,  0.0, 2.3,RN,Joao Camara,
1997,1,19,15,23,-15610,-51870,  0.0, 2.3,MT,Araguaiana,
1997,2,3,4,15,-4410,-38290,  0.0, 2.1,CE,Cascavel,
1997,2,3,4,16,-4410,-38290,  0.0, 2.1,CE,Cascavel,
1997,2,7,18,26,-4410,-38290,  0.0, 2.2,CE,Cascavel,
1997,2,10,4,13,-19820,-47250,  0.0, 2.4,MG,Araxa,
1997,2,11,8,55,-15610,-51870,  0.0, 2.1,MT,Araguaiana,
1997,2,16,6,58,-4300,-39470,  0.0, 2.3,CE,Paramoti,
1997,2,16,9,45,-4300,-39470,  0.0, 2.0,CE,Paramoti,
1997,2,19,9,28,-19500,-45830,  0.0, 2.3,MG,Dores Indaia,
1997,2,25,22,14,-15610,-51870,  0.0, 2.3,MT,Araguaiana,
1997,2,25,23,25,-15610,-51870,  0.0, 2.2,MT,Araguaiana,
1997,2,26,21,7,-15610,-51870,  0.0, 3.0,MT,Araguaiana,
1997,3,2,12,43,-4410,-38290,  0.0, 2.2,CE,Cascavel,
1997,3,3,5,48,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1997,3,4,16,30,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1997,3,12,22,56,-22200,-40550,  0.0, 2.2,RJ,Margem Cont.,
1997,3,17,1,27,-24100,-44710,  0.0, 2.7,SP,Margem Cont.,
1997,3,18,1,31,-5460,-35690,  0.0, 2.0,RN,Joao Camara,
1997,3,20,19,12,-5540,-35750,  0.0, 2.1,RN,Joao Camara,
1997,3,21,4,53,-15610,-51870,  0.0, 2.1,MT,Araguaiana,
1997,3,21,7,36,-26030,-46220,  0.0, 2.0,PR,Marg.Cont.,
1997,3,31,19,38,-4410,-38290,  0.0, 2.1,CE,Cascavel,
1997,4,5,11,49,-5520,-35740,  0.0, 2.4,RN,Joao Camara,
1997,4,5,13,4,-5520,-35740,  0.0, 2.3,RN,Joao Camara,
1997,4,5,13,21,-5520,-35740,  0.0, 2.3,RN,Joao Camara,
1997,4,22,14,29,-3760,-40790,  0.0, 3.2,CE,Frecheirinha,
1997,4,22,18,52,-4410,-38290,  0.0, 2.1,CE,Cascavel,
1997,4,23,3,55,-4410,-38290,  0.0, 2.7,CE,Cascavel,
1997,4,27,4,18,-15610,-51870,  0.0, 2.0,MT,Araguaiana,
1997,4,27,5,28,-15610,-51870,  0.0, 2.5,MT,Araguaiana,
1997,4,27,14,40,-15610,-51870,  0.0, 2.3,MT,Araguaiana,
1997,4,27,14,51,-15610,-51870,  0.0, 2.4,MT,Araguaiana,
1997,5,17,23,28,-7140,-51250,  0.0, 3.2,PA,Sao Felix do Xingu,
1997,5,27,20,7,-13520,-49500,  0.0, 3.5,GO,Porangatu,
1997,6,4,6,7,-3760,-40790,  0.0, 2.4,CE,Frecheirinha,
1997,6,9,12,2,-3190,-40430,  0.0, 3.2,CE,Senador Sa,
1997,6,15,4,17,-15610,-51870,  0.0, 2.4,MT,Araguaiana,
1997,6,23,7,21,-5520,-35740,  0.0, 2.5,RN,Joao Camara,
1997,7,7,17,20,-3190,-40430,  0.0, 2.4,CE,Senador Sa,
1997,7,8,19,31,-22810,-40780,  0.0, 2.9,RJ,Margem Cont.,
1997,7,9,18,4,-19340,-47790,  0.0, 2.4,MG,Nova Ponte,
1997,7,11,0,36,-19180,-47700,  0.0, 2.3,MG,Nova Ponte,
1997,7,11,19,16,-17980,-51910,  0.0, 2.8,GO,Jatai,
1997,7,13,4,32,-22750,-40660,  0.0, 2.5,RJ,Margem Cont.,
1997,7,17,16,45,-20820,-47170,  0.0, 2.9,SP,Antas,
1997,7,18,7,16,-5520,-35740,  0.0, 2.7,RN,Joao Camara,
1997,8,2,7,41,-3190,-40430,  0.0, 2.0,CE,Senador Sa,
1997,8,6,1,34,-13080,-49160,  0.0, 2.1,GO,Estrela do Norte,
1997,8,16,16,11,-14970,-50580,  0.0, 3.0,GO,Mozarlandia,
1997,8,17,23,12,-18880,-47900,  0.0, 2.2,MG,Indianopolis,
1997,8,22,1,28,-22870,-45960,  0.0, 2.8,SP,S.Francisco Xavier,
1997,8,23,14,29,-22860,-45960,  0.0, 2.6,SP,S.F. Xavier,
1997,8,24,5,59,-11100,-50610,  0.0, 3.1,TO,S.F.Araguaia,
1997,9,6,18,8,-19000,-47950,  0.0, 2.2,MG,Indianopolis,
1997,9,7,6,8,-4410,-38290,  0.0, 2.1,CE,Cascavel,
1997,9,7,9,34,-4410,-38290,  0.0, 2.2,CE,Cascavel,
1997,9,8,10,58,-4410,-38290,  0.0, 2.2,CE,Cascavel,
1997,9,10,13,55,-5500,-35730,  0.0, 2.0,RN,Joao Camara,
1997,9,12,5,34,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1997,9,14,11,23,-4410,-38290,  0.0, 2.1,CE,Cascavel,
1997,9,17,9,18,-4410,-38290,  0.0, 2.2,CE,Cascavel,
1997,9,18,11,26,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1997,9,19,2,26,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1997,9,19,7,37,-19240,-47530,  0.0, 2.1,MG,Nova Ponte,
1997,9,19,19,34,-4410,-38290,  0.0, 2.5,CE,Cascavel,
1997,9,19,22,3,-4410,-38290,  0.0, 3.6,CE,Cascavel,
1997,9,19,22,41,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1997,9,21,4,14,-4410,-38290,  0.0, 3.3,CE,Cascavel,
1997,9,22,14,51,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1997,9,22,16,5,-4410,-38290,  0.0, 2.8,CE,Cascavel,
1997,9,22,21,48,-4410,-38290,  0.0, 3.3,CE,Cascavel,
1997,9,23,4,41,-5460,-35690,  0.0, 2.4,RN,Joao Camara,
1997,9,23,5,52,-4410,-38290,  0.0, 2.3,CE,Cascavel,
1997,9,23,6,21,-5460,-38150,  0.0, 2.2,RN,Joao Camara,
1997,9,23,15,3,-5460,-38150,  0.0, 2.2,RN,Joao Camara,
1997,9,23,23,6,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1997,9,24,12,31,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1997,9,24,18,43,-4410,-38290,  0.0, 2.2,CE,Cascavel,
1997,9,26,6,11,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1997,9,26,13,13,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1997,9,26,18,11,-4410,-38290,  0.0, 2.7,CE,Cascavel,
1997,9,27,16,46,-3190,-40430,  0.0, 2.0,CE,Senador Sa,
1997,9,29,18,33,-4410,-38290,  0.0, 2.3,CE,Cascavel,
1997,10,5,5,14,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1997,10,9,8,43,-4410,-38290,  0.0, 2.2,CE,Cascavel,
1997,10,9,9,16,-4410,-38290,  0.0, 2.3,CE,Cascavel,
1997,10,23,23,15,-3940,-39530,  0.0, 2.9,CE,Apuiares,
1997,11,17,17,27,-20750,-45750,  0.0, 3.5,MG,Guapeh,
1997,11,20,8,12,-19280,-48120,  0.0, 2.2,MG,Nova Ponte,
1997,11,25,6,9,-19240,-47850,  0.0, 2.0,MG,Nova Ponte,
1997,11,25,23,39,-22600,-47580,  0.0, 3.3,SP,Limeira,
1997,12,4,6,50,-13240,-49370,  0.0, 2.3,GO,Porangatu,
1997,12,6,4,41,-13140,-49450,  0.0, 2.4,GO,Porangatu,
1997,12,11,10,48,-4410,-38290,  0.0, 2.4,CE,Cascavel,
1997,12,11,12,47,-5660,-35850,  0.0, 2.2,RN,Bento Fernandes,
1997,12,11,22,16,-4410,-38290,  0.0, 2.3,CE,Cascavel,
1997,12,12,4,54,-4410,-38290,  0.0, 2.6,CE,Cascavel,
1997,12,12,8,45,-3190,-40430,  0.0, 3.0,CE,Senador Sa,
1997,12,12,9,55,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1997,12,12,11,58,-4410,-38290,  0.0, 2.1,CE,Cascavel,
1997,12,13,22,9,-4410,-38290,  0.0, 2.3,CE,Cascavel,
1997,12,16,3,34,-4410,-38290,  0.0, 3.1,CE,Cascavel,
1997,12,20,22,5,-4410,-38290,  0.0, 2.6,CE,Cascavel,
1997,12,21,1,37,-20610,-44000,  0.0, 2.4,MG,Jeceaba,
1998,1,1,12,23,-5660,-35900,  0.0, 2.0,RN,B.Fernandes,
1998,1,4,7,59,-5660,-35900,  0.0, 2.0,RN,B.Fernandes,
1998,1,7,12,47,-16220,-41300,  0.0, 3.1,MG,Medina,
1998,1,16,23,0,-19430,-44400,  0.0, 2.0,MG,Inhauma,
1998,1,22,5,49,-3870,-39490,  0.0, 2.1,CE,Tejucuoca,
1998,2,2,15,31,-3870,-39490,  0.0, 2.8,CE,Tejucuoca,
1998,2,13,19,35,-5520,-35740,  0.0, 2.0,RN,Joao Camara,
1998,2,16,7,37,-17910,-56700,  0.0, 3.5,MS,Paiaguas,
1998,2,26,13,16,-3950,-49640,  0.0, 3.1,PA,Tucurui,
1998,2,27,6,57,-3950,-49640,  0.0, 3.1,PA,Tucurui,
1998,3,2,6,26,-3860,-49630,  0.0, 3.5,PA,Tucurui,
1998,3,10,23,32,-11600,-56740,  5.0, 5.2,MT,Porto dos Gauchos,
1998,3,14,23,23,-11600,-56740,  5.0, 3.7,MT,Pto.Gauchos,
1998,3,17,12,3,-5660,-35900,  0.0, 2.0,RN,Bento Fernandes,
1998,3,20,0,32,-23640,-52540,  0.0, 2.1,PR,Maringa,
1998,3,22,5,24,-11590,-56780,  4.0, 3.7,MT,Pto.Gauchos,
1998,3,22,5,26,-11600,-56800,  4.0, 3.8,MT,Pto.Gauchos,
1998,3,28,5,15,-15660,-51930,  0.0, 3.3,MT,Araguaiana,
1998,3,31,12,49,-3940,-39420,  0.0, 2.1,CE,Apuiares,
1998,4,1,8,52,-3940,-39420,  0.0, 2.1,CE,Apuiares,
1998,4,7,20,24,-5570,-35780,  0.0, 2.1,RN,Joao Camara,
1998,4,11,17,24,-11020,-48480,  0.0, 3.9,TO,Pto.Nacional,
1998,4,12,4,9,4570,-47620, 47.0, 5.3,AP,Margem Cont.,
1998,4,16,18,16,-21910,-45570,  0.0, 2.3,MG,S.G. Sapucai,
1998,4,18,2,32,-24660,-44270,  0.0, 3.4,SP,Margem Cont.,
1998,4,22,2,29,-4410,-38290,  0.0, 2.8,CE,Cascavel,
1998,4,28,17,14,-5660,-35900,  0.0, 2.0,RN,Bento Fernandes,
1998,4,29,3,18,-4410,-38290,  0.0, 2.1,CE,Cascavel,
1998,5,5,19,30,-28300,-49100,  0.0, 2.8,SC,Braco Norte,
1998,5,6,4,27,-26240,-57000,  0.0, 2.6,PY,Paraguay,
1998,5,6,14,45,-18130,-56700,  0.0, 3.4,MS,Paiaguas,
1998,5,6,14,45,-11600,-56800,  0.0, 3.6,MT,Pto.Gauchos,
1998,5,6,22,27,-22620,-47670,  0.0, 2.4,SP,Tanquinho,
1998,5,7,1,36,-18260,-56670,  0.0, 3.2,MS,Paiaguas,
1998,5,7,1,52,-18280,-56650,  0.0, 3.0,MS,Paiaguas,
1998,5,7,14,0,-7500,-73640,  0.0, 3.7,AC,Acampamento,
1998,5,12,10,53,-18350,-56650,  0.0, 3.3,MS,Paiaguas,
1998,5,12,14,29,-11600,-56800,  0.0, 3.6,MT,Pto.Gauchos,
1998,5,12,14,30,-18410,-56580,  0.0, 3.4,MS,Paiaguas,
1998,5,15,19,3,-11600,-56800,  0.0, 3.5,MT,Pto.Gauchos,
1998,5,15,19,3,-18060,-56730,  0.0, 3.3,MS,Paiaguas,
1998,5,20,18,13,-5570,-35780,  0.0, 2.1,RN,Joao Camara,
1998,5,22,17,33,-19170,-47680,  3.0, 4.1,MG,Nova Ponte,
1998,5,23,12,48,-20780,-44090,  0.0, 2.1,MG,Lagoa Dourada,
1998,5,30,9,57,-19150,-55970,  0.0, 3.6,MS,Paiaguas,
1998,6,2,23,18,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1998,6,4,0,40,-4410,-38290,  0.0, 4.0,CE,Cascavel,
1998,6,4,0,48,-4410,-38290,  0.0, 2.5,CE,Cascavel,
1998,6,4,11,31,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1998,6,4,15,16,-4410,-38290,  0.0, 2.3,CE,Cascavel,
1998,6,9,3,18,-4410,-38290,  0.0, 2.3,CE,Cascavel,
1998,6,11,1,21,-4410,-38290,  0.0, 2.4,CE,Cascavel,
1998,6,11,1,41,-4410,-38290,  0.0, 2.2,CE,Cascavel,
1998,6,11,2,1,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1998,7,1,21,25,-24020,-44460,  0.0, 3.2,SP,Margem Cont.,
1998,7,2,13,30,-4410,-38290,  0.0, 2.4,CE,Cascavel,
1998,7,3,17,23,-4410,-38290,  0.0, 2.5,CE,Cascavel,
1998,7,10,16,36,-4410,-38290,  0.0, 2.3,CE,Cascavel,
1998,7,19,0,32,-11610,-56780,  0.0, 3.8,MT,Pto.Gauchos,
1998,7,21,22,22,-11590,-56780,  0.0, 4.1,MT,Pto.Gauchos,
1998,7,23,16,32,-11600,-56800,  0.0, 3.5,MT,Pto.Gauchos,
1998,7,25,0,50,-11600,-56800,  0.0, 3.5,MT,Pto.Gauchos,
1998,7,29,1,46,-20790,-45760,  0.0, 2.3,MG,Guapeh,
1998,7,29,6,20,-9865,-39871,  0.0, 3.1,BA,Jaguarari,
1998,7,30,15,56,-11600,-56800,  0.0, 3.5,MT,Pto.Gauchos,
1998,8,4,6,2,-4410,-38290,  0.0, 2.8,CE,Cascavel,
1998,8,4,6,17,-4410,-38290,  0.0, 2.3,CE,Cascavel,
1998,8,16,22,,-28770,-49550,  0.0, 3.4,SC,Meleiro,
1998,8,23,0,12,-19590,-44130,  0.0, 2.7,MG,P.Leopoldo,
1998,8,24,3,35,-19590,-44130,  0.0, 3.0,MG,P.Leopoldo,
1998,8,26,15,9,-19090,-42960,  0.0, 3.8,MG,Capelinha,
1998,8,27,14,23,-9460,-50490,  0.0, 3.2,PA,Pq.Nac.Arag.,
1998,9,1,5,38,-22130,-41070,  0.0, 2.2,RJ,Margem Cont.,
1998,9,6,13,20,-4410,-38290,  0.0, 2.1,CE,Cascavel,
1998,9,18,18,34,-24960,-45270,  0.0, 3.2,SP,Margem Cont.,
1998,9,18,18,40,-25020,-45470,  0.0, 3.1,SP,Margem Cont.,
1998,9,20,20,7,-15030,-51420,  0.0, 3.0,GO,Aruana,
1998,9,20,23,44,-11600,-56800,  0.0, 3.5,MT,Pto.Gauchos,
1998,9,24,3,48,-11600,-56800,  0.0, 3.5,MT,Pto.Gauchos,
1998,9,24,6,13,-11600,-56800,  0.0, 3.7,MT,Pto.Gauchos,
1998,10,7,15,39,-9870,-39870,  0.0, 2.5,BA,Jaguarari,
1998,10,9,8,3,-8730,-54570,  0.0, 3.5,PA,S. Cachimbo,
1998,10,9,8,8,-11600,-56800,  0.0, 3.5,MT,Pto.Gauchos,
1998,10,18,7,13,-4410,-38290,  0.0, 2.0,CE,Cascavel,
1998,10,20,23,34,-4410,-38290,  0.0, 2.4,CE,Cascavel,
1998,11,5,8,11,-23150,-46050,  0.0, 2.6,SP,Igarata,
1998,11,11,19,10,-11610,-56790,  0.0, 3.7,MT,Pto.Gauchos,
1998,11,19,15,39,-9660,-37000,  0.0, 2.5,AL,Jaramataia,
1998,12,31,0,25,-16370,-54140,  0.0, 3.0,MT,Rondonopolis,
1999,1,2,8,33,-23410,-49170,  0.0, 3.4,SP,Itai,
1999,1,7,12,45,-4410,-38290,  0.0, 2.1,CE,Cascavel,
1999,2,8,18,44,-11610,-56780,  2.0, 3.1,MT,Pto. Gauchos,
1999,2,27,2,3,-24420,-50070,  0.0, 2.7,PR,NW Piraí do Sul,
1999,3,6,12,32,-23470,-40910,  0.0, 2.2,RJ,Margem Cont.,
1999,3,15,5,13,-220,-63790, 22.0, 4.0,AM,S.G. Cachoeira,
1999,3,18,9,31,-11600,-56790,  2.0, 3.7,MT,Pto. dos Gaúchos,
1999,3,18,9,31,-22300,-40750,  0.0, 2.5,RJ,Margem Cont.,
1999,3,28,3,5,-9870,-39870,  0.0, 2.8,BA,Jaguarari,
1999,4,1,17,18,-11590,-56780,  2.0, 3.7,MT,Pto. Gauchos,
1999,4,2,3,7,-11610,-56780,  2.0, 3.1,MT,Pto. Gauchos,
1999,4,5,7,53,-22530,-40370,  0.0, 2.9,RJ,Margem Cont.,
1999,4,11,20,26,-20020,-47310,  0.0, 2.9,MG,Jaguarinha,
1999,5,4,20,26,-11600,-56790,  2.0, 3.0,MT,Pto. Gauchos,
1999,5,5,3,45,-6550,-38350,  0.0, 2.2,PB,Uirauna,
1999,5,7,6,44,-11610,-56780,  2.0, 3.3,MT,Pto. Gauchos,
1999,5,7,6,45,-11610,-56780,  2.0, 3.3,MT,Pto. Gauchos,
1999,5,7,7,1,-11610,-56780,  2.0, 3.4,MT,Pto. Gauchos,
1999,5,7,20,38,-11620,-56780,  2.0, 3.7,MT,Pto. Gauchos,
1999,5,9,14,24,-11610,-56780,  2.0, 3.0,MT,Pto. Gauchos,
1999,5,11,20,16,-11610,-56780,  2.0, 3.4,MT,Pto. Gauchos,
1999,5,12,18,59,-5660,-35850,  0.0, 2.0,RN,Joao Camara,
1999,5,14,19,7,-22350,-40510,  0.0, 2.7,RJ,Margem Cont.,
1999,5,18,6,57,-24520,-41600,  0.0, 3.1,RJ,Margem Cont.,
1999,5,31,2,34,-4410,-38150,  0.0, 2.0,CE,Cascavel,
1999,6,4,3,41,-23770,-44320,  0.0, 2.5,SP,Margem Cont.,
1999,6,25,19,52,-24510,-40780,  0.0, 3.6,RJ,Margem Cont.,
1999,6,30,20,19,-5620,-35820,  0.0, 3.0,RN,Joao Camara,
1999,6,30,20,24,-5620,-35820,  0.0, 2.1,RN,Joao Camara,
1999,7,4,14,2,-5620,-35820,  0.0, 2.2,RN,Joao Camara,
1999,7,11,1,35,-13170,-39580,  0.0, 2.9,BA,Ubaira,
1999,7,17,2,23,-22560,-40560,  0.0, 2.1,RJ,Margem Cont.,
1999,7,31,20,6,-4410,-38290,  0.0, 2.3,CE,Cascavel,
1999,8,7,18,44,-11610,-56780,  2.0, 3.1,MT,Pto. Gauchos,
1999,8,8,5,25,-22320,-40570,  0.0, 2.8,RJ,Margem Cont,
1999,8,13,8,33,-3940,-39530,  0.0, 2.0,CE,Apuiares,
1999,8,17,21,26,-23680,-46640,  0.0, 2.4,SP,Santo Amaro,
1999,8,18,4,43,-13300,-49200,  0.0, 3.5,GO,Porangatu,
1999,9,15,14,58,-19890,-44150,  0.0, 2.0,MG,Betim,
1999,9,20,0,11,-16350,-51000,  0.0, 2.5,GO,Iporah,
1999,10,1,18,2,-11620,-56790,  2.0, 3.5,MT,Pto. Gauchos,
1999,10,8,17,21,-24180,-50470,  0.0, 2.0,PR,Lagoa,
1999,10,16,13,45,-20510,-43700,  0.0, 2.0,MG,Ponte Nova,
1999,10,24,19,13,-16460,-44090,  0.0, 3.5,MG,Montes Claros,
1999,10,25,9,24,-9870,-39870,  0.0, 2.2,BA,Jaguarari,
1999,10,30,3,58,-22020,-40080,  0.0, 2.0,RJ,Margem Cont.,
1999,11,12,7,42,-11680,-56800,  0.0, 3.5,MT,Porto dos Gauchos,
1999,11,17,9,20,-8280,-33020,  0.0, 2.4,PE,Caruaru,
1999,11,17,12,6,-8280,-36020,  0.0, 3.0,PE,Caruaru,
1999,11,20,13,28,-11620,-56800,  2.0, 3.2,MT,Pto. Gauchos,
1999,12,16,5,8,-11650,-47800,  0.0, 3.4,TO,Natividade,
1999,12,22,11,18,-4410,-38290,  0.0, 2.2,CE,Cascavel,
1999,12,22,11,19,-4410,-38290,  0.0, 2.8,CE,Cascavel,
1999,12,22,12,3,-4410,-38290,  0.0, 2.1,CE,Cascavel,
1999,12,23,3,58,-4410,-38290,  0.0, 2.1,CE,Cascavel,
2000,1,22,23,36,-4410,-38290,  0.0, 3.3,CE,Cascavel,
2000,1,22,23,43,-4410,-38290,  0.0, 2.6,CE,Cascavel,
2000,1,23,6,22,-4410,-38290,  0.0, 3.1,CE,Cascavel,
2000,1,23,8,4,-4410,-38290,  0.0, 3.0,CE,Cascavel,
2000,2,18,0,,-27280,-52330,  0.0, 2.6,SC,Itah,
2000,2,25,14,35,-4410,-38290,  0.0, 2.7,CE,Cascavel,
2000,3,28,23,41,-16480,-55730,  0.0, 3.4,MT,Poconeh,
2000,4,12,7,26,-12270,-48840,  0.0, 3.1,TO,S.V.Nativid.,
2000,4,17,14,29,-22250,-40430,  0.0, 2.8,RJ,Margem  Cont.,
2000,4,22,22,11,-11450,-50380,  0.0, 3.2,MS,Luciara,
