#EventID|Time|Latitude|Longitude|Depth/km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName
usp2022duyv|2022-02-24T03:52:54.897074|-58.978580|-30.198189|10.0|cleusa||USP|usp2022duyv|mb|5.151763211|scmag@seisMaster|South Sandwich Islands Region
usp2022dumm|2022-02-23T21:38:02.396798|5.261890|-82.633560|10.0|cleusa||USP|usp2022dumm|mb|4.721393252|cleusa|South of Panama
usp2022dtvb|2022-02-23T12:49:36.805754|7.421193|-74.414261|121.0|cleusa||USP|usp2022dtvb|mb|5.226449487|cleusa|Northern Colombia
usp2022dsqg|2022-02-22T21:15:59.069704|-25.854807|-70.257187|10.0|cleusa||USP|usp2022dsqg|mb|4.595762226|cleusa|Near Coast of Northern Chile
usp2022drvk|2022-02-22T10:44:08.755986|-16.183365|-173.968063|159.0|cleusa||USP|usp2022drvk|mb|5.144450584|cleusa|Tonga Islands
usp2022drmk|2022-02-22T06:12:49.012318|-22.664576|-66.340363|231.0|cleusa||USP|usp2022drmk|mB|6.081282343|cleusa|Jujuy Province, Argentina
usp2022dreg|2022-02-22T02:03:37.591489|-14.026169|-50.053726|0.0|jroberto||USP|usp2022dreg|mR|2.751885417|jroberto|Nova Crixas/GO
usp2022dqyz|2022-02-21T23:24:12.434241|-69.781494|164.707092|10.0|cleusa||USP|usp2022dqyz|mB|6.32338708|cleusa|Balleny Islands Region
usp2022dqtz|2022-02-21T20:52:32.028244|26.885447|126.376778|10.0|cleusa||USP|usp2022dqtz|mB|5.70950292|cleusa|Ryukyu Islands, Japan
usp2022dqdp|2022-02-21T12:35:56.70047|-8.263087|120.875794|10.0|cleusa||USP|usp2022dqdp|mb|5.252318731|cleusa|Flores Region, Indonesia
usp2022dpgp|2022-02-21T00:58:53.148986|2.186443|-84.051102|10.0|cleusa||USP|usp2022dpgp|mb|4.650680835|cleusa|Off Coast of Central America
usp2022dpdm|2022-02-20T23:24:29.359104|-18.494183|-71.427765|46.21216202|cleusa||USP|usp2022dpdm|mb|4.269503981|cleusa|Off Coast of Northern Chile
usp2022doze|2022-02-20T21:13:24.072088|6.005536|126.787582|61.0|cleusa||USP|usp2022doze|mB|4.994747462|cleusa|Mindanao, Philippines
usp2022dott|2022-02-20T18:29:28.094623|5.951584|126.409195|73.0|cleusa||USP|usp2022dott|mb|5.374153706|cleusa|Mindanao, Philippines
usp2022donc|2022-02-20T15:07:35.56386|-20.327616|-47.657310|0.0|jroberto||USP|usp2022donc|mR|2.137482639|jroberto|Jeriquara/SP
usp2022dogv|2022-02-20T11:58:20.823802|-18.435539|-71.253677|30.0|cleusa||USP|usp2022dogv|mb|5.118888424|cleusa|Off Coast of Northern Chile
usp2022dogm|2022-02-20T11:47:07.995982|55.302990|-157.648392|26.0|cleusa||USP|usp2022dogm|mb|5.506717133|cleusa|Alaska Peninsula
usp2022dnzv|2022-02-20T08:25:19.543536|-10.635448|-50.080067|0.0|jroberto||USP|usp2022dnzv|mR|3.20174031|jroberto|Santa Terezinha/MT
usp2022dmuw|2022-02-19T16:46:56.952736|-56.098003|-141.615555|10.0|cleusa||USP|usp2022dmuw|mb|5.188785814|cleusa|Pacific Antarctic Ridge
usp2022dlxw|2022-02-19T05:10:05.255008|-20.122353|-44.843384|0.0|jroberto||USP|usp2022dlxw|mR|2.479432493|jroberto|Divinopolis/MG
usp2022dlxm|2022-02-19T04:58:14.898957|-20.129194|-44.832226|0.0|jroberto||USP|usp2022dlxm|mR|2.116534392|jroberto|Divinopolis/MG
usp2022dljy|2022-02-18T22:08:04.570691|-62.715324|-61.024227|10.0|jroberto||USP|usp2022dljy|mb|4.840992325|jroberto|South Shetland Islands
usp2022dlja|2022-02-18T21:39:38.379824|-6.245797|143.010361|10.0|jroberto||USP|usp2022dlja|mb|4.54728762|jroberto|New Guinea, Papua New Guinea
usp2022djxx|2022-02-18T02:55:07.873684|38.161598|141.672089|59.0|cleusa||USP|usp2022djxx|mb|5.182051025|cleusa|Near East Coast of Honshu, Japan
usp2022djxc|2022-02-18T02:29:30.499602|-56.899017|-25.630037|10.0|cleusa||USP|usp2022djxc|mb|4.695530615|cleusa|South Sandwich Islands Region
usp2022djrj|2022-02-17T23:36:26.783367|13.076885|-87.808601|80.62531281|cleusa||USP|usp2022djrj|mb|5.132088433|cleusa|Honduras
usp2022djnx|2022-02-17T21:50:46.974449|-30.404451|-178.581436|323.0|cleusa||USP|usp2022djnx|mB|5.005702572|cleusa|Kermadec Islands, New Zealand
usp2022djdd|2022-02-17T16:24:42.996991|-1.345260|-77.588898|152.1258545|cleusa||USP|usp2022djdd|mb|4.474462597|cleusa|Ecuador
usp2022djcy|2022-02-17T16:19:17.176427|-28.318222|-69.175522|111.0|cleusa||USP|usp2022djcy|mb|4.482890747|cleusa|Chile-Argentina Border Region
usp2022diet|2022-02-17T04:03:55.324145|-59.384830|-23.760059|10.0|cleusa||USP|usp2022diet|mb|5.324725343|cleusa|South Sandwich Islands Region
usp2022dhsc|2022-02-16T21:42:37.665513|7.235657|-38.222843|10.0|jroberto||USP|usp2022dhsc|mb|4.863853609|jroberto|Central Mid Atlantic Ridge
usp2022dhpl|2022-02-16T20:21:06.469011|-23.783585|179.806488|531.1679077|cleusa||USP|usp2022dhpl|mB|6.779465235|cleusa|South of Fiji Islands
usp2022dhph|2022-02-16T20:16:49.627394|-20.441671|-49.294895|0.0|jroberto||USP|usp2022dhph|mR|2.265677486|jroberto|Nova Granada/SP
usp2022dgpk|2022-02-16T07:12:25.205096|14.177436|-91.220505|90.39241791|cleusa||USP|usp2022dgpk|mB|6.222641762|cleusa|Guatemala
usp2022dgmj|2022-02-16T05:39:39.687702|-58.493507|-25.754326|65.05288696|cleusa||USP|usp2022dgmj|mb|5.519844127|cleusa|South Sandwich Islands Region
usp2022dfpt|2022-02-15T18:15:08.318964|-58.645267|-25.629320|10.0|cleusa||USP|usp2022dfpt|mb|5.050963697|cleusa|South Sandwich Islands Region
usp2022devo|2022-02-15T08:03:00.043725|16.779568|-61.473915|47.0|cleusa||USP|usp2022devo|mb|5.025453257|cleusa|Leeward Islands
usp2022ddyr|2022-02-14T20:28:21.429614|70.813873|-14.456933|10.0|cleusa||USP|usp2022ddyr|mB|5.781143176|cleusa|Jan Mayen Island Region
usp2022dcdw|2022-02-13T20:49:41.522316|11.828629|144.497818|10.0|cleusa||USP|usp2022dcdw|mb|5.113005644|cleusa|South of Mariana Islands
usp2022dcdf|2022-02-13T20:29:47.586819|11.745455|144.378296|26.74293137|cleusa||USP|usp2022dcdf|mb|5.631234703|cleusa|South of Mariana Islands
usp2022dbzd|2022-02-13T18:25:56.129224|41.182301|44.059372|10.0|cleusa||USP|usp2022dbzd|mb|5.095565269|cleusa|Northwestern Caucasus
usp2022dbvz|2022-02-13T16:51:01.001394|-20.113935|-44.826820|0.0|jroberto||USP|usp2022dbvz|mR|2.683281503|jroberto|Divinopolis/MG
usp2022dbfe|2022-02-13T08:21:48.44859|0.751874|126.335426|57.0|cleusa||USP|usp2022dbfe|mb|5.250292755|cleusa|Northern Molucca Sea
usp2022dbch|2022-02-13T06:53:59.611378|-56.203262|-27.532801|10.0|cleusa||USP|usp2022dbch|mb|5.65641232|cleusa|South Sandwich Islands Region
usp2022daxo|2022-02-13T04:31:22.738363|-21.209831|-68.240089|127.0|cleusa||USP|usp2022daxo|mb|4.267076932|cleusa|Chile-Bolivia Border Region
usp2022daii|2022-02-12T20:48:53.899807|-0.550348|-19.923931|10.0|cleusa||USP|usp2022daii|mb|5.073890651|cleusa|Central Mid Atlantic Ridge
usp2022cyes|2022-02-11T16:43:11.381513|23.872316|122.637505|32.0|jroberto||USP|usp2022cyes|mb|5.610329309|jroberto|Taiwan Region
usp2022cxlz|2022-02-11T07:14:59.696103|-3.580491|143.966019|70.0|cleusa||USP|usp2022cxlz|mb|4.782170901|cleusa|Near N. Coast of New Guinea, PNG.
usp2022cxlc|2022-02-11T06:47:54.109063|-0.171702|-20.046137|10.0|cleusa||USP|usp2022cxlc|mb|4.475005857|cleusa|Central Mid Atlantic Ridge
usp2022cxkh|2022-02-11T06:24:14.023076|-10.502995|-13.068197|10.0|cleusa||USP|usp2022cxkh|mb|5.027091981|cleusa|Ascension Island Region
usp2022cxel|2022-02-11T03:26:46.812721|-21.123598|-68.330574|122.238678|cleusa||USP|usp2022cxel|mb|4.3211793|cleusa|Chile-Bolivia Border Region
usp2022cvww|2022-02-10T10:27:31.554381|-10.574054|-13.052970|10.0|jroberto||USP|usp2022cvww|mB|5.627908817|jroberto|Ascension Island Region
usp2022cvhe|2022-02-10T02:33:29.882635|-20.230352|-11.549232|10.0|cleusa||USP|usp2022cvhe|mb|4.636117486|cleusa|Southern Mid Atlantic Ridge
usp2022cvdt|2022-02-10T00:47:45.783811|-58.219387|-23.051767|10.0|cleusa||USP|usp2022cvdt|mb|4.991054867|cleusa|South Sandwich Islands Region
usp2022cvbh|2022-02-09T23:34:01.637896|-56.830429|-25.408010|10.0|cleusa||USP|usp2022cvbh|mb|4.952104848|cleusa|South Sandwich Islands Region
usp2022cuji|2022-02-09T14:30:28.778526|-15.916223|-74.818039|10.0|cleusa||USP|usp2022cuji|mb|4.577774718|cleusa|Near Coast of Peru
usp2022cudr|2022-02-09T11:39:11.250382|-20.491911|-69.041794|94.0|cleusa||USP|usp2022cudr|mb|4.792324907|cleusa|Northern Chile
usp2022csmd|2022-02-08T13:38:41.865797|-4.528363|-39.298035|0.0|jroberto||USP|usp2022csmd|mR|1.962336828|jroberto|Caninde/CE
usp2022csiw|2022-02-08T11:59:26.612737|-0.374781|-19.859303|10.0|cleusa||USP|usp2022csiw|mB|6.137420979|cleusa|Central Mid Atlantic Ridge
usp2022csgs|2022-02-08T10:54:52.001078|-18.138531|-64.766899|10.0|jroberto||USP|usp2022csgs|mb|4.142093501|jroberto|Central Bolivia
usp2022crvt|2022-02-08T05:22:16.431595|-25.666332|-70.634377|38.0|cleusa||USP|usp2022crvt|mb|4.637521007|cleusa|Near Coast of Northern Chile
usp2022croj|2022-02-08T01:38:15.917512|-20.122746|-44.826580|0.0|jroberto||USP|usp2022croj|mR|2.090155221|jroberto|Divinopolis/MG
usp2022crfm|2022-02-07T21:09:36.778654|-59.112686|-25.526688|10.0|cleusa||USP|usp2022crfm|mb|4.862871805|cleusa|South Sandwich Islands Region
usp2022cqtl|2022-02-07T15:04:09.220121|-20.137993|-67.271591|225.5099335|jroberto||USP|usp2022cqtl|mb|4.40234002|jroberto|Southern Bolivia
usp2022cqkq|2022-02-07T10:37:36.671364|-59.913506|-25.862595|10.0|cleusa||USP|usp2022cqkq|mb|4.933819782|cleusa|South Sandwich Islands Region
usp2022cpqq|2022-02-07T00:30:49.253267|-21.220831|-48.541637|0.0|jroberto||USP|usp2022cpqq|mR|1.950984608|jroberto|Monte Alto/SP
usp2022cppe|2022-02-06T23:46:31.537189|-22.110151|-68.386559|106.0|cleusa||USP|usp2022cppe|mb|5.623971946|cleusa|Northern Chile
usp2022coik|2022-02-06T07:13:16.997812|10.467122|-73.049049|41.13884735|cleusa||USP|usp2022coik|mb|5.041466841|cleusa|Northern Colombia
usp2022cnvm|2022-02-06T00:42:01.083128|-21.315306|-176.345505|10.0|cleusa||USP|usp2022cnvm|mb|5.233455227|cleusa|Fiji Islands Region
usp2022cnou|2022-02-05T21:18:57.906009|52.542118|143.294815|65.83828735|jroberto||USP|usp2022cnou|mb|5.1822835|jroberto|Sakhalin, Russia
usp2022cmhb|2022-02-05T04:16:00.287522|36.399269|70.990326|205.0|cleusa||USP|usp2022cmhb|mb|5.346133501|cleusa|Hindu Kush Region, Afghanistan
usp2022cmbe|2022-02-05T01:18:03.444758|29.971306|-43.207165|10.0|cleusa||USP|usp2022cmbe|mb|4.855033874|cleusa|Northern Mid Atlantic Ridge
usp2022cltm|2022-02-04T21:24:01.370284|8.430993|-82.928207|10.0|jroberto||USP|usp2022cltm|mb|5.023045802|jroberto|Panama-Costa Rica Border Region
usp2022clhc|2022-02-04T15:09:36.808033|-22.399637|-72.176529|33.84856415|jroberto||USP|usp2022clhc|mb|4.329308977|jroberto|Off Coast of Northern Chile
usp2022cksn|2022-02-04T07:48:01.778252|-27.916525|-66.939339|164.0|cleusa||USP|usp2022cksn|mb|4.475301373|cleusa|Catamarca Province, Argentina
usp2022ckcx|2022-02-03T23:53:28.637496|54.284550|-161.634644|10.0|cleusa||USP|usp2022ckcx|mb|5.522079147|cleusa|Alaska Peninsula
usp2022cjug|2022-02-03T19:31:26.982154|36.407539|70.439995|187.2505188|jroberto||USP|usp2022cjug|mb|4.492648578|scmag@seisMaster|Hindu Kush Region, Afghanistan
usp2022cjnf|2022-02-03T15:58:55.466029|-4.549729|-76.965576|102.807663|cleusa||USP|usp2022cjnf|mB|6.519904539|cleusa|Northern Peru
usp2022cjap|2022-02-03T09:35:52.271289|-23.150923|-64.934929|39.0|cleusa||USP|usp2022cjap|mb|4.609629049|cleusa|Jujuy Province, Argentina
usp2022ciny|2022-02-03T03:11:55.851433|-19.445805|-69.532227|113.0|cleusa||USP|usp2022ciny|mb|4.494989419|cleusa|Northern Chile
usp2022cibu|2022-02-02T21:03:53.935616|35.210407|31.859219|68.0|cleusa||USP|usp2022cibu|mb|4.964239946|cleusa|Cyprus Region
usp2022cguk|2022-02-02T04:10:56.26194|-58.570988|-25.629694|55.0|cleusa||USP|usp2022cguk|mb|4.78986724|cleusa|South Sandwich Islands Region
usp2022cgda|2022-02-01T19:25:12.280801|-7.652389|128.321152|149.0|cleusa||USP|usp2022cgda|mb|5.64935851|cleusa|Banda Sea
usp2022cfyb|2022-02-01T16:54:05.668199|-17.790188|-66.267929|10.0|jroberto||USP|usp2022cfyb|mb|4.178429029|jroberto|Central Bolivia
usp2022cfsl|2022-02-01T14:04:41.939758|-6.950666|146.347717|10.0|cleusa||USP|usp2022cfsl|mb|5.241431793|cleusa|Eastern New Guinea Reg., P.N.G.
usp2022cetr|2022-02-01T01:33:23.757931|-40.139698|-73.821884|10.0|cleusa||USP|usp2022cetr|mb|4.637156347|cleusa|Near Coast of Central Chile
usp2022cesi|2022-02-01T00:52:40.329806|-31.371843|-68.539825|108.0|jroberto||USP|usp2022cesi|mb|4.631319888|jroberto|San Juan Province, Argentina
usp2022cesd|2022-02-01T00:47:02.156209|-21.248463|-66.907600|258.0|cleusa||USP|usp2022cesd|mb|3.853861337|cleusa|Southern Bolivia
usp2022cdti|2022-01-31T12:14:36.361068|-29.534042|-177.015503|10.0|cleusa||USP|usp2022cdti|mb|5.310380148|cleusa|Kermadec Islands, New Zealand
usp2022cdio|2022-01-31T06:48:08.902839|-11.244828|-73.311455|10.0|jroberto||USP|usp2022cdio|mb|3.525695834|jroberto|Central Peru
usp2022cdem|2022-01-31T04:44:08.589355|-13.105058|-39.375591|0.0|jroberto||USP|usp2022cdem|mR|1.634436664|jroberto|Laje/BA
usp2022ccvj|2022-01-31T00:08:15.328225|-14.893057|-73.900078|78.0|cleusa||USP|usp2022ccvj|mb|4.947846148|cleusa|Central Peru
usp2022ccnc|2022-01-30T19:57:55.807106|-11.154747|-40.529900|0.0|jroberto||USP|usp2022ccnc|MLv|1.526911758|jroberto|Jacobina/BA
usp2022ccmz|2022-01-30T19:53:44.766011|-11.153795|-40.533657|0.0|jroberto||USP|usp2022ccmz|mR|2.340693032|jroberto|Jacobina/BA
usp2022cbvq|2022-01-30T11:07:34.874825|-32.082050|-111.499168|10.0|cleusa||USP|usp2022cbvq|mb|5.0103319|cleusa|Southern East Pacific Rise
usp2022cbfa|2022-01-30T02:44:54.064472|-23.250450|-64.998459|10.0|cleusa||USP|usp2022cbfa|mb|4.807638274|cleusa|Jujuy Province, Argentina
usp2022catf|2022-01-29T20:46:07.489386|-21.809517|-67.029167|171.1725616|jroberto||USP|usp2022catf|mb|4.219097745|jroberto|Chile-Bolivia Border Region
usp2022cafd|2022-01-29T13:40:07.519497|11.043451|-60.762974|10.0|jroberto||USP|usp2022cafd|mb|5.189484541|jroberto|Windward Islands
usp2022cads|2022-01-29T12:56:51.208592|-28.215006|-67.572876|114.8826675|jroberto||USP|usp2022cads|mb|4.769766665|jroberto|La Rioja Province, Argentina
usp2022bzzd|2022-01-29T10:37:32.874876|-11.297862|-40.514378|0.0|jroberto||USP|usp2022bzzd|mR|2.492163589|jroberto|Jacobina/BA
usp2022bzly|2022-01-29T03:58:25.722934|-20.845728|-67.534515|182.5595551|jroberto||USP|usp2022bzly|mb|4.431253581|jroberto|Southern Bolivia
usp2022bzkr|2022-01-29T03:19:25.262745|13.594150|-88.511391|69.0|cleusa||USP|usp2022bzkr|mb|4.994964944|cleusa|El Salvador
usp2022bzjp|2022-01-29T02:46:40.148059|-29.500565|-177.087174|10.0|cleusa||USP|usp2022bzjp|mB|6.297890826|cleusa|Kermadec Islands, New Zealand
usp2022byjt|2022-01-28T13:43:30.611499|-18.623426|-68.972290|125.0|cleusa||USP|usp2022byjt|mb|5.157817092|cleusa|Chile-Bolivia Border Region
usp2022byev|2022-01-28T11:14:08.521372|5.426663|-82.679344|10.0|cleusa||USP|usp2022byev|mB|6.023519126|cleusa|South of Panama
usp2022bxvm|2022-01-28T06:30:39.966304|-20.129791|-44.819771|0.0|mbianchi||USP|usp2022bxvm|mR|2.325781911|mbianchi|Divinopolis/MG
usp2022bxuj|2022-01-28T05:57:38.446757|-21.489124|-46.816528|0.0|jroberto||USP|usp2022bxuj|mR|1.991059788|jroberto|Tapiratiba/SP
usp2022bxte|2022-01-28T05:20:34.283312|-21.397207|-68.533989|131.0|cleusa||USP|usp2022bxte|mb|4.744685129|cleusa|Chile-Bolivia Border Region
usp2022bxjq|2022-01-28T00:31:23.784438|-19.033369|-69.274345|79.08800507|cleusa||USP|usp2022bxjq|mb|5.715651293|cleusa|Northern Chile
usp2022bwah|2022-01-27T06:40:04.554357|-19.141958|-176.414520|10.0|jroberto||USP|usp2022bwah|mb|6.159331041|jroberto|Fiji Islands Region
usp2022bvze|2022-01-27T06:07:02.856869|-4.160331|-39.706295|0.0|jroberto||USP|usp2022bvze|mR|1.577392877|jroberto|Tejucuoca/CE
usp2022bvtw|2022-01-27T03:25:26.149932|-20.142084|-44.836548|0.0|mbianchi||USP|usp2022bvtw|mR|2.361907132|mbianchi|Divinopolis/MG
usp2022bvta|2022-01-27T03:00:46.832475|-32.779720|-68.615685|130.0|cleusa||USP|usp2022bvta|mb|4.79522416|cleusa|Mendoza Province, Argentina
usp2022bvrq|2022-01-27T02:17:37.788601|-4.188934|-39.643085|0.0|jroberto||USP|usp2022bvrq|mR|1.789785511|jroberto|Tejucuoca/CE
usp2022bvql|2022-01-27T01:41:52.68426|-9.197265|-61.402245|0.0|jroberto||USP|usp2022bvql|mR|3.386296527|jroberto|Machadinho d'Oeste/RO
usp2022bvep|2022-01-26T19:42:49.738658|-22.943583|-68.831375|10.0|cleusa||USP|usp2022bvep|mb|4.310693524|cleusa|Northern Chile
usp2022buaa|2022-01-26T04:16:22.428027|-10.126113|-37.034836|0.0|jroberto||USP|usp2022buaa|mR|1.979378727|jroberto|Canhoba/SE
usp2022btyx|2022-01-26T03:41:59.142032|10.124927|-59.431946|40.0|jroberto||USP|usp2022btyx|mb|4.360815258|jroberto|North Atlantic Ocean
usp2022btvt|2022-01-26T02:06:10.186853|-7.380532|27.884430|10.0|jroberto||USP|usp2022btvt|mb|5.145032326|jroberto|Democratic Republic of Congo
usp2022btai|2022-01-25T15:16:19.148081|-55.228516|-28.541801|10.0|cleusa||USP|usp2022btai|mb|5.436499556|cleusa|South Sandwich Islands Region
usp2022bsxd|2022-01-25T13:40:18.845167|-19.531599|-69.036263|108.0|cleusa||USP|usp2022bsxd|mb|5.221696868|cleusa|Northern Chile
usp2022bsfz|2022-01-25T05:00:18.926702|27.049328|-44.912041|10.0|cleusa||USP|usp2022bsfz|mb|4.792284267|cleusa|Northern Mid Atlantic Ridge
usp2022bsan|2022-01-25T02:14:29.672955|10.019278|-59.711109|0.0|jroberto||USP|usp2022bsan|mb|5.185174109|jroberto|North Atlantic Ocean
usp2022bryx|2022-01-25T01:24:33.682884|-55.369316|-28.487967|10.0|cleusa||USP|usp2022bryx|mb|5.477079654|cleusa|South Sandwich Islands Region
usp2022brqt|2022-01-24T21:17:54.831269|-56.491924|-25.796200|10.0|cleusa||USP|usp2022brqt|mb|5.114200438|cleusa|South Sandwich Islands Region
usp2022brhl|2022-01-24T16:37:06.133541|-15.999650|-72.781792|80.0|cleusa||USP|usp2022brhl|mb|4.406876674|cleusa|Southern Peru
usp2022brcm|2022-01-24T14:06:42.746988|18.366667|-73.184807|10.0|cleusa||USP|usp2022brcm|mb|5.114113677|cleusa|Haiti Region
usp2022braw|2022-01-24T13:16:24.963715|18.409184|-73.097748|10.0|cleusa||USP|usp2022braw|mb|5.279805855|cleusa|Haiti Region
usp2022bqnu|2022-01-24T06:40:33.268958|-21.227144|-68.781219|132.0|cleusa||USP|usp2022bqnu|mb|4.260158816|cleusa|Chile-Bolivia Border Region
usp2022bpxq|2022-01-23T22:30:36.806292|-24.258728|-67.161156|188.0|jroberto||USP|usp2022bpxq|mb|4.270272517|jroberto|Chile-Argentina Border Region
usp2022bonk|2022-01-23T04:12:30.159907|-13.982571|-70.669601|10.0|jroberto||USP|usp2022bonk|mb|3.74031933|jroberto|Central Peru
usp2022bojt|2022-01-23T02:21:20.536818|38.421001|97.296379|10.0|jroberto||USP|usp2022bojt|mb|4.703541093|jroberto|Qinghai, China
usp2022bnyz|2022-01-22T20:55:06.350627|-3.562148|-38.459415|10.0|jroberto||USP|usp2022bnyz|mR|2.509799806|jroberto|Plataforma Continental/CE
usp2022bnxe|2022-01-22T20:00:13.809092|-22.863926|-68.410751|20.0|jroberto||USP|usp2022bnxe|mb|4.459127017|jroberto|Northern Chile
usp2022bnoh|2022-01-22T15:30:54.237485|-3.973801|-40.198189|0.0|jroberto||USP|usp2022bnoh|mR|2.393776533|jroberto|Forquilha/CE
usp2022bnnw|2022-01-22T15:18:07.891242|-5.863200|-12.430682|10.0|jroberto||USP|usp2022bnnw|mb|4.90131713|jroberto|Ascension Island Region
usp2022bnmw|2022-01-22T14:48:22.464235|-44.168648|-81.725586|10.0|cleusa||USP|usp2022bnmw|mb|4.810500609|cleusa|West Chile Rise
usp2022bmyf|2022-01-22T07:23:37.262045|-14.525193|-75.138145|48.0|cleusa||USP|usp2022bmyf|mb|4.720536132|cleusa|Near Coast of Peru
usp2022bmua|2022-01-22T05:17:01.907842|53.349205|-166.761841|10.0|cleusa||USP|usp2022bmua|mb|5.764125464|cleusa|Fox Islands, Aleutian Islands
usp2022bmri|2022-01-22T03:55:49.53588|-14.305964|-71.172295|10.0|jroberto||USP|usp2022bmri|mb|3.859396941|jroberto|Central Peru
usp2022bmok|2022-01-22T02:26:18.928271|3.668735|126.511620|73.0|cleusa||USP|usp2022bmok|mb|5.505533961|cleusa|Talaud Islands, Indonesia
usp2022bmdc|2022-01-21T20:43:44.578|7.555132|126.711189|110.0|cleusa||USP|usp2022bmdc|mb|5.385804221|cleusa|Mindanao, Philippines
usp2022blua|2022-01-21T16:08:33.099552|32.691864|131.797257|10.0|jroberto||USP|usp2022blua|mB|6.308249969|jroberto|Kyushu, Japan
usp2022blig|2022-01-21T10:12:24.729734|23.005733|93.825157|10.0|jroberto||USP|usp2022blig|mb|5.293575137|jroberto|Myanmar-India Border Region
usp2022bkoa|2022-01-20T23:59:37.263298|43.995094|148.097092|50.0|jroberto||USP|usp2022bkoa|mb|5.487539925|jroberto|East of Kuril Islands
usp2022bjip|2022-01-20T08:06:00.531894|-20.121918|-44.823929|0.0|jroberto||USP|usp2022bjip|mR|2.182900594|jroberto|Divinopolis/MG
usp2022bjhw|2022-01-20T07:44:10.679025|-57.251427|-25.590555|35.0|cleusa||USP|usp2022bjhw|mb|4.98049699|cleusa|South Sandwich Islands Region
usp2022bjgf|2022-01-20T06:52:21.030724|-58.955490|-23.744133|10.0|cleusa||USP|usp2022bjgf|mb|5.920947754|cleusa|South Sandwich Islands Region
usp2022bjfn|2022-01-20T06:32:25.183236|-10.291958|-75.417084|21.0|cleusa||USP|usp2022bjfn|mb|4.610483722|cleusa|Central Peru
usp2022bixp|2022-01-20T02:32:36.124768|11.409896|-86.685501|38.0|cleusa||USP|usp2022bixp|mb|4.780184075|cleusa|Near Coast of Nicaragua
usp2022bivm|2022-01-20T01:28:18.169752|-22.478249|-67.936005|185.0|jroberto||USP|usp2022bivm|mb|3.958787775|jroberto|Chile-Bolivia Border Region
usp2022bior|2022-01-19T22:02:29.237519|-21.222490|-67.993904|131.0|jroberto||USP|usp2022bior|mb|4.312762453|scmag@seisMaster|Chile-Bolivia Border Region
usp2022binn|2022-01-19T21:27:30.116082|-37.419178|-74.160172|10.0|jroberto||USP|usp2022binn|mb|4.858676024|jroberto|Off Coast of Central Chile
usp2022bhzv|2022-01-19T14:32:01.325314|-20.141724|-44.826508|0.0|bruno||USP|usp2022bhzv|MLv|2.233233698|bruno|Divinopolis/MG
usp2022bhzt|2022-01-19T14:29:42.043861|-3.582699|131.239059|9.0|cleusa||USP|usp2022bhzt|mb|5.232175819|cleusa|Irian Jaya Region, Indonesia
usp2022bhyp|2022-01-19T13:54:40.979623|-20.122044|-44.809898|0.0|jroberto||USP|usp2022bhyp|mR|2.483346302|jroberto|Divinópolis/MG
usp2022bhim|2022-01-19T05:46:14.531879|-52.347149|12.635540|17.70849609|cleusa||USP|usp2022bhim|mb|5.235917655|cleusa|Southwest of Africa
usp2022bhib|2022-01-19T05:34:00.348711|-20.124794|-44.849403|0.0|bruno||USP|usp2022bhib|MLv|2.137762321|bruno|Divinopolis/MG
usp2022bhgw|2022-01-19T04:57:21.605421|-20.128714|-44.829639|0.0|bruno||USP|usp2022bhgw|mR|1.942072527|bruno|Divinopolis/MG
usp2022bhfv|2022-01-19T04:25:52.091761|4.889823|-72.284454|20.88500023|cleusa||USP|usp2022bhfv|mb|4.865363501|cleusa|Colombia
usp2022bhfe|2022-01-19T04:06:02.221082|-20.126671|-44.830952|0.0|bruno||USP|usp2022bhfe|mR|1.980140187|bruno|Divinopolis/MG
usp2022bhcz|2022-01-19T02:59:44.04294|11.025193|-62.219433|46.94684219|cleusa||USP|usp2022bhcz|mb|4.610192838|cleusa|Windward Islands
usp2022bgyg|2022-01-19T00:36:41.519288|-20.148785|-44.818256|0.0|bruno||USP|usp2022bgyg|mR|2.374311772|bruno|Divinopolis/MG
usp2022bgvl|2022-01-18T23:11:13.31638|-20.125366|-44.826176|0.0|bruno||USP|usp2022bgvl|mR|2.008957137|bruno|Divinopolis/MG
usp2022bgqc|2022-01-18T20:29:26.637261|-20.129484|-44.816616|0.0|bruno||USP|usp2022bgqc|mR|2.238741481|bruno|Divinopolis/MG
usp2022bgns|2022-01-18T19:16:58.47239|-20.131483|-44.827518|0.0|bruno||USP|usp2022bgns|mR|2.603583157|bruno|Divinopolis/MG
usp2022bgij|2022-01-18T16:35:03.065101|-19.567188|-68.588791|123.1141586|jroberto||USP|usp2022bgij|mb|4.482665799|jroberto|Chile-Bolivia Border Region
usp2022bgia|2022-01-18T16:23:51.107939|-19.668392|-68.954987|134.2734375|jroberto||USP|usp2022bgia|mb|4.488758723|jroberto|Chile-Bolivia Border Region
usp2022bggl|2022-01-18T15:36:24.110421|-20.138334|-44.826782|0.0|bruno||USP|usp2022bggl|mR|2.437579191|bruno|Divinopolis/MG
usp2022bfzj|2022-01-18T12:02:15.41952|-20.133295|-44.827099|0.0|bruno||USP|usp2022bfzj|mR|2.866851627|bruno|Divinopolis/MG
usp2022bfhn|2022-01-18T03:01:20.661762|-24.136011|-67.119591|216.6950989|cleusa||USP|usp2022bfhn|mb|4.128442445|scmag@seisMaster|Chile-Argentina Border Region
