#EventID|Time|Latitude|Longitude|Depth/km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName
usp2021tutv|2021-10-09T17:55:34.035589|-15.441560|-72.163033|10.0|jroberto||USP|usp2021tutv|mb|4.266736426|jroberto|Southern Peru
usp2021tunc|2021-10-09T14:31:19.847674|-15.659548|-71.986938|10.0|jroberto||USP|usp2021tunc|mb|4.36679494|jroberto|Southern Peru
usp2021tugc|2021-10-09T10:58:27.981513|-21.116116|174.520523|491.9554138|jroberto||USP|usp2021tugc|mB|6.829449877|jroberto|Vanuatu Islands Region
usp2021tudg|2021-10-09T09:32:33.029363|18.241793|-93.189705|10.0|jroberto||USP|usp2021tudg|mb|5.06543924|jroberto|Bay of Campeche
usp2021ttyw|2021-10-09T07:19:19.566175|50.061417|150.024246|365.3702393|jroberto||USP|usp2021ttyw|mb|5.042581899|jroberto|Northwest of Kuril Islands
usp2021ttys|2021-10-09T07:15:15.481795|-21.732769|-68.390465|115.6352539|jroberto||USP|usp2021ttys|mb|4.378123032|jroberto|Chile-Bolivia Border Region
usp2021ttvx|2021-10-09T05:50:10.41689|-15.411349|-71.829216|10.0|jroberto||USP|usp2021ttvx|mb|4.074804511|jroberto|Southern Peru
usp2021ttuy|2021-10-09T05:20:59.68753|-15.601231|-71.865822|10.0|jroberto||USP|usp2021ttuy|mb|4.108853741|jroberto|Southern Peru
usp2021tttw|2021-10-09T04:47:48.685898|-15.579584|-71.760353|10.0|jroberto||USP|usp2021tttw|mb|4.981533261|jroberto|Southern Peru
usp2021tshp|2021-10-08T09:28:00.614803|-15.512926|-71.991356|10.0|cleusa||USP|usp2021tshp|mb|4.16499614|cleusa|Southern Peru
usp2021tsce|2021-10-08T06:43:12.566797|-23.545774|-66.570442|235.0|cleusa||USP|usp2021tsce|mb|4.048575675|cleusa|Jujuy Province, Argentina
usp2021trvf|2021-10-08T03:12:15.679452|-57.806293|-23.715422|10.0|cleusa||USP|usp2021trvf|mb|4.824090636|cleusa|South Sandwich Islands Region
usp2021triy|2021-10-07T21:01:13.588317|9.446200|-62.623100|10.0|jroberto||USP|usp2021triy|mb|4.40329874|jroberto|Near Coast of Venezuela
usp2021trhj|2021-10-07T20:13:01.050662|-58.807598|158.382843|10.0|jroberto||USP|usp2021trhj|mB|6.120742856|jroberto|Macquarie Island Region
usp2021trdx|2021-10-07T18:28:03.476028|22.284575|94.799164|115.0|cleusa||USP|usp2021trdx|mb|5.295565965|cleusa|Myanmar
usp2021trcw|2021-10-07T17:56:14.239752|-55.866413|-26.352110|10.0|cleusa||USP|usp2021trcw|mb|5.40249085|cleusa|South Sandwich Islands Region
usp2021tqul|2021-10-07T13:41:16.303484|35.365383|140.307159|10.0|cleusa||USP|usp2021tqul|mb|6.067207311|cleusa|Near East Coast of Honshu, Japan
usp2021tpsq|2021-10-06T23:38:08.877894|-25.304585|-64.667473|10.0|cleusa||USP|usp2021tpsq|mb|4.736822764|cleusa|Salta Province, Argentina
usp2021tppl|2021-10-06T22:01:09.02654|30.049524|67.916557|10.0|cleusa||USP|usp2021tppl|mb|5.40832636|cleusa|Pakistan
usp2021tpho|2021-10-06T18:02:28.437411|-21.374935|-68.622925|110.0|cleusa||USP|usp2021tpho|mb|4.166849965|cleusa|Chile-Bolivia Border Region
usp2021tooc|2021-10-06T08:12:51.223279|31.252335|131.325745|10.0|cleusa||USP|usp2021tooc|mb|5.166872245|cleusa|Kyushu, Japan
usp2021tnln|2021-10-05T17:45:56.526194|39.959293|142.326691|10.0|cleusa||USP|usp2021tnln|mb|5.78763693|cleusa|Near East Coast of Honshu, Japan
usp2021tnla|2021-10-05T17:30:28.012276|25.442984|125.157661|16.0|cleusa||USP|usp2021tnla|mb|4.697453359|cleusa|Southwestern Ryukyu Islands, Japan
usp2021tmse|2021-10-05T07:59:56.551096|36.795876|66.735367|10.0|cleusa||USP|usp2021tmse|mb|4.994828914|cleusa|Hindu Kush Region, Afghanistan
usp2021tmez|2021-10-05T01:19:55.746663|-18.394804|-67.064301|257.0|cleusa||USP|usp2021tmez|mb|4.210144647|cleusa|Central Bolivia
usp2021tlxm|2021-10-04T21:32:38.628459|-9.441077|-74.579002|139.0|cleusa||USP|usp2021tlxm|mb|4.56429985|cleusa|Central Peru
usp2021tlkg|2021-10-04T14:51:45.917969|-60.632938|-27.945135|10.0|cleusa||USP|usp2021tlkg|mb|5.041859073|cleusa|South Sandwich Islands Region
usp2021tljn|2021-10-04T14:28:42.73105|-3.681776|129.892441|10.0|cleusa||USP|usp2021tljn|mb|5.013205331|cleusa|Seram, Indonesia
usp2021tlfu|2021-10-04T12:36:14.850705|-31.576555|-72.103188|10.0|cleusa||USP|usp2021tlfu|mb|4.906721706|cleusa|Off Coast of Central Chile
usp2021tkoo|2021-10-04T03:54:06.731097|-60.394794|-27.603718|10.0|cleusa||USP|usp2021tkoo|mb|6.07338029|cleusa|South Sandwich Islands Region
usp2021tkmc|2021-10-04T02:39:27.259725|32.161682|49.816734|10.0|cleusa||USP|usp2021tkmc|mb|5.733702557|cleusa|Western Iran
usp2021tkbg|2021-10-03T21:09:58.231231|12.253921|-85.501892|10.0|cleusa||USP|usp2021tkbg|mb|4.952521398|cleusa|Nicaragua
usp2021tjzv|2021-10-03T20:26:45.064645|6.940109|-36.399128|10.0|jroberto||USP|usp2021tjzv|mb|4.503834899|jroberto|Central Mid Atlantic Ridge
usp2021tinx|2021-10-03T01:17:51.951285|-16.131134|-69.486015|215.0|cleusa||USP|usp2021tinx|mb|4.125491108|cleusa|Peru-Bolivia Border Region
usp2021tiew|2021-10-02T20:43:39.397971|-9.220387|67.179642|10.0|cleusa||USP|usp2021tiew|mB|5.89547502|cleusa|Mid Indian Ridge
usp2021thpi|2021-10-02T12:52:33.664296|-9.569129|-71.204437|596.0|jroberto||USP|usp2021thpi|mB|5.859120474|cleusa|Peru-Brazil Border Region
usp2021thcr|2021-10-02T06:29:19.727444|-21.114149|174.829575|563.7672119|cleusa||USP|usp2021thcr|mB|7.072488136|cleusa|Vanuatu Islands Region
usp2021tgyy|2021-10-02T04:36:06.844321|-21.776297|-69.262093|51.28390884|cleusa||USP|usp2021tgyy|mb|4.948520813|cleusa|Northern Chile
usp2021tfzm|2021-10-01T15:44:03.163338|-60.582623|-25.495701|10.0|cleusa||USP|usp2021tfzm|mb|5.192403001|cleusa|South Sandwich Islands Region
usp2021tfwm|2021-10-01T14:12:47.113889|55.893852|-156.306442|10.0|cleusa||USP|usp2021tfwm|mb|5.433367149|cleusa|South of Alaska
usp2021tfam|2021-10-01T03:06:36.035076|-8.311802|-74.631363|140.0|cleusa||USP|usp2021tfam|mb|4.411719954|cleusa|Peru-Brazil Border Region
usp2021tewv|2021-10-01T01:15:22.278306|29.581278|50.427681|10.0|cleusa||USP|usp2021tewv|mb|4.950478824|cleusa|Southern Iran
usp2021teus|2021-10-01T00:11:09.136377|52.262791|-171.345505|183.0|cleusa||USP|usp2021teus|mb|4.959262394|cleusa|Fox Islands, Aleutian Islands
usp2021teei|2021-09-30T15:55:00.508137|-20.914843|-68.256447|116.7813034|cleusa||USP|usp2021teei|mb|4.506738015|cleusa|Chile-Bolivia Border Region
usp2021tecv|2021-09-30T15:09:34.474641|-20.375277|-67.801697|154.3427734|cleusa||USP|usp2021tecv|mb|4.293690605|cleusa|Southern Bolivia
usp2021tdsa|2021-09-30T09:44:10.614786|-21.341431|-66.760269|227.9476776|cleusa||USP|usp2021tdsa|mb|4.509076152|cleusa|Southern Bolivia
usp2021tcrn|2021-09-29T20:18:12.704552|-11.687303|-56.672516|0.0|jroberto||USP|usp2021tcrn|MLv|2.174524006|jroberto|Novo Horizonte do Norte/MT
usp2021tbuk|2021-09-29T08:37:03.26947|38.792046|135.498291|349.9075928|jroberto||USP|usp2021tbuk|mB|6.136616671|jroberto|Sea of Japan
usp2021tbsz|2021-09-29T07:53:59.309031|-33.084019|-68.087563|30.0|jroberto||USP|usp2021tbsz|mb|5.20870219|jroberto|Mendoza Province, Argentina
usp2021tbge|2021-09-29T01:26:06.709468|-20.823229|-68.565842|122.7370605|jroberto||USP|usp2021tbge|mb|4.363882413|jroberto|Chile-Bolivia Border Region
usp2021taxn|2021-09-28T21:03:18.97647|-15.249154|-59.274979|0.0|cleusa||USP|usp2021taxn|mR|2.672217011|cleusa|Pontes e Lacerda/MT
usp2021taxb|2021-09-28T20:50:27.76774|-16.064302|-71.981529|50.89064026|jroberto||USP|usp2021taxb|mb|4.457800748|jroberto|Southern Peru
usp2021tanb|2021-09-28T15:46:43.936138|-7.897329|-36.106159|0.0|jroberto||USP|usp2021tanb|mR|2.085469517|jroberto|Taquaritinga do Norte/PE
usp2021szri|2021-09-28T04:48:10.163297|35.046753|25.250801|10.0|cleusa||USP|usp2021szri|mb|5.120301424|cleusa|Crete, Greece
usp2021szms|2021-09-28T02:27:51.896477|-23.343449|-67.456505|172.0|cleusa||USP|usp2021szms|mb|4.407765437|cleusa|Chile-Argentina Border Region
usp2021szlg|2021-09-28T01:44:04.803724|8.067549|-38.669533|10.0|jroberto||USP|usp2021szlg|mb|4.48623307|jroberto|Central Mid Atlantic Ridge
usp2021szdq|2021-09-27T21:52:31.489861|-6.804574|-72.667160|10.0|cleusa||USP|usp2021szdq|mb|4.334720691|cleusa|Peru-Brazil Border Region
usp2021syvv|2021-09-27T17:56:30.350187|-24.166424|-67.272057|188.0|cleusa||USP|usp2021syvv|mb|4.711555921|cleusa|Chile-Argentina Border Region
usp2021syax|2021-09-27T07:21:39.713736|-36.945515|-74.058266|10.0|cleusa||USP|usp2021syax|mb|4.562065682|cleusa|Off Coast of Central Chile
usp2021sxyu|2021-09-27T06:17:22.608262|35.139458|25.314102|10.0|jroberto||USP|usp2021sxyu|mb|5.812270632|jroberto|Crete, Greece
usp2021sxxo|2021-09-27T05:40:37.51652|38.060303|73.172096|10.0|cleusa||USP|usp2021sxxo|mb|4.826815399|cleusa|Tajikistan-Xinjiang Border Region
usp2021sxsa|2021-09-27T02:52:10.994364|6.210483|-37.981663|0.0|jroberto||USP|usp2021sxsa|mb|3.83635482|jroberto|Central Mid Atlantic Ridge
usp2021swyw|2021-09-26T17:11:55.529034|14.071245|120.704125|10.0|cleusa||USP|usp2021swyw|mb|5.466682512|cleusa|Luzon, Philippines
usp2021swer|2021-09-26T06:59:42.067694|-8.876345|-75.055344|141.4211426|cleusa||USP|usp2021swer|mb|4.424257439|scmag@seisMaster|Central Peru
usp2021svzo|2021-09-26T04:23:08.330764|-59.123261|-25.964050|10.0|cleusa||USP|usp2021svzo|mb|5.244726987|cleusa|South Sandwich Islands Region
usp2021svit|2021-09-25T19:55:05.237257|-23.799530|-66.760124|201.4879608|cleusa||USP|usp2021svit|mb|4.437721164|cleusa|Jujuy Province, Argentina
usp2021svht|2021-09-25T19:25:34.718131|-23.629530|-47.443619|0.0|jroberto||USP|usp2021svht|mR|2.035114823|jroberto|Piedade/SP
usp2021svfg|2021-09-25T18:09:27.499594|-20.207405|-68.539467|163.1233978|cleusa||USP|usp2021svfg|mb|4.254457781|cleusa|Chile-Bolivia Border Region
usp2021svch|2021-09-25T16:39:42.606184|10.255865|-69.717415|21.0|cleusa||USP|usp2021svch|mb|4.577701455|cleusa|Venezuela
usp2021suwp|2021-09-25T13:46:30.903404|-26.135788|178.515945|640.0758057|cleusa||USP|usp2021suwp|mB|5.08485351|cleusa|South of Fiji Islands
usp2021sufy|2021-09-25T05:21:32.466767|-53.454464|23.486162|10.0|cleusa||USP|usp2021sufy|mB|5.844870446|cleusa|South of Africa
usp2021suep|2021-09-25T04:41:05.479|30.274763|94.745956|10.0|cleusa||USP|usp2021suep|mb|4.431447207|cleusa|Xizang
usp2021subr|2021-09-25T03:12:14.758422|16.725203|-61.313953|40.0|cleusa||USP|usp2021subr|mb|5.027456217|cleusa|Leeward Islands
usp2021stdq|2021-09-24T15:04:16.289841|8.764114|93.641716|10.0|cleusa||USP|usp2021stdq|mb|5.100268713|cleusa|Nicobar Islands, India Region
usp2021ssxi|2021-09-24T11:52:26.708263|51.205589|-178.898010|10.0|cleusa||USP|usp2021ssxi|mb|5.660716732|cleusa|Andreanof Islands, Aleutian Islands
usp2021ssnt|2021-09-24T07:02:27.785437|51.212444|-179.028778|10.0|cleusa||USP|usp2021ssnt|mb|5.329068217|cleusa|Andreanof Islands, Aleutian Islands
usp2021ssmw|2021-09-24T06:35:23.173935|-58.938915|-24.980787|10.0|cleusa||USP|usp2021ssmw|mb|4.947331307|cleusa|South Sandwich Islands Region
usp2021ssdu|2021-09-24T01:59:46.868721|15.181142|-92.863235|10.0|cleusa||USP|usp2021ssdu|mb|5.028285081|cleusa|Mexico-Guatemala Border Region
usp2021srsh|2021-09-23T20:11:58.929054|-7.794089|-35.583511|0.0|jroberto||USP|usp2021srsh|mR|2.224641889|jroberto|Bom Jardim/PE
usp2021srpx|2021-09-23T18:59:29.883729|-3.946858|-40.546276|0.0|jroberto||USP|usp2021srpx|MLv|1.95146204|jroberto|Cariré/CE
usp2021srlq|2021-09-23T16:47:50.647137|22.892220|-107.837174|10.0|cleusa||USP|usp2021srlq|mb|5.245768025|cleusa|Off Coast of Central Mexico
usp2021srke|2021-09-23T16:06:19.041908|-8.274026|-35.697670|0.0|jroberto||USP|usp2021srke|mR|2.558369848|jroberto|Reg. de Sairé/PE
usp2021srad|2021-09-23T11:01:53.541137|-21.541607|-68.534683|107.3489685|jroberto||USP|usp2021srad|mb|4.799454385|jroberto|Chile-Bolivia Border Region
usp2021sqwe|2021-09-23T09:01:06.446024|-2.823282|-44.731060|0.0|jroberto||USP|usp2021sqwe|mR|3.133834196|jroberto|Reg. de Copiapó/MA
usp2021sqfk|2021-09-23T00:33:36.880956|-36.837894|-73.889977|10.0|cleusa||USP|usp2021sqfk|mb|4.668323538|cleusa|Near Coast of Central Chile
usp2021spru|2021-09-22T17:42:04.255466|-36.851673|-73.964134|10.0|cleusa||USP|usp2021spru|mb|4.902946476|cleusa|Near Coast of Central Chile
usp2021spqn|2021-09-22T17:01:31.095201|56.476475|117.328857|10.0|cleusa||USP|usp2021spqn|mb|5.006105152|cleusa|East of Lake Baykal, Russia
usp2021spil|2021-09-22T12:56:54.650558|12.739094|-87.234947|10.0|cleusa||USP|usp2021spil|mB|6.103206387|cleusa|Near Coast of Nicaragua
usp2021sphl|2021-09-22T12:27:09.282763|12.211144|-87.521866|32.0|cleusa||USP|usp2021sphl|mb|4.999630169|cleusa|Near Coast of Nicaragua
usp2021spcn|2021-09-22T09:57:04.904589|12.256040|-87.509346|10.0|cleusa||USP|usp2021spcn|mB|6.527507617|cleusa|Near Coast of Nicaragua
usp2021sooj|2021-09-22T02:48:09.879874|-8.294444|-35.862484|0.0|jroberto||USP|usp2021sooj|mR|1.828514377|jroberto|Bezerros/PE
usp2021solq|2021-09-22T01:25:07.230155|7.303124|-82.808929|10.0|cleusa||USP|usp2021solq|mb|4.470971926|cleusa|South of Panama
usp2021sohy|2021-09-21T23:33:37.358943|-37.430286|146.198471|10.0|jroberto||USP|usp2021sohy|mb|4.379110967|jroberto|Near SE Coast of Australia
usp2021sohj|2021-09-21T23:15:57.14044|-37.071896|146.399338|10.0|jroberto||USP|usp2021sohj|mB|5.845940074|jroberto|Near SE Coast of Australia
usp2021snrx|2021-09-21T15:27:18.795236|-37.513847|-73.929619|10.0|cleusa||USP|usp2021snrx|mb|4.909222999|cleusa|Near Coast of Central Chile
usp2021snnn|2021-09-21T13:14:31.562119|-36.667122|-73.906471|10.0|jroberto||USP|usp2021snnn|mB|6.43097742|jroberto|Near Coast of Central Chile
usp2021snht|2021-09-21T10:19:58.330328|30.037724|142.194840|10.0|cleusa||USP|usp2021snht|mb|5.301894615|cleusa|Southeast of Honshu, Japan
usp2021smue|2021-09-21T03:27:45.744195|-8.112199|-35.147099|0.0|jroberto||USP|usp2021smue|mR|1.823275136|jroberto|Reg. de Moreno/PE
usp2021smgf|2021-09-20T20:25:22.343624|46.255016|152.627014|10.0|jroberto||USP|usp2021smgf|mB|6.240725979|jroberto|Kuril Islands
usp2021smdr|2021-09-20T19:07:40.699168|-60.053696|-26.388767|10.0|cleusa||USP|usp2021smdr|mb|5.375672789|cleusa|South Sandwich Islands Region
usp2021slry|2021-09-20T13:12:08.104349|-36.474094|-73.738182|10.0|cleusa||USP|usp2021slry|mb|4.922686026|cleusa|Near Coast of Central Chile
usp2021slra|2021-09-20T12:43:47.26497|-18.173212|-71.298531|50.0|cleusa||USP|usp2021slra|mb|4.411781957|cleusa|Off Coast of Northern Chile
usp2021slgb|2021-09-20T07:12:12.460508|-22.186789|-70.918152|10.0|cleusa||USP|usp2021slgb|mb|4.383803768|cleusa|Near Coast of Northern Chile
usp2021sldd|2021-09-20T05:43:12.595278|-37.210213|-74.147263|10.0|cleusa||USP|usp2021sldd|mb|4.483616462|cleusa|Off Coast of Central Chile
usp2021slah|2021-09-20T04:17:19.347522|-58.472328|-25.312584|10.0|cleusa||USP|usp2021slah|mb|4.785899725|cleusa|South Sandwich Islands Region
usp2021sknv|2021-09-19T21:58:59.20488|-59.065590|-24.132484|10.0|cleusa||USP|usp2021sknv|mb|4.818337101|cleusa|South Sandwich Islands Region
usp2021skgp|2021-09-19T18:20:11.82|-7.561667|-49.780333|0.0|marcelo||USP|usp2021skgp|mR|3.371433908|marcelo|Floresta do Araguaia/PA
usp2021skbc|2021-09-19T15:33:50.895957|3.595612|-82.433983|10.0|cleusa||USP|usp2021skbc|mb|4.562258732|cleusa|South of Panama
usp2021sjyt|2021-09-19T14:22:05.940743|-15.162952|-58.915207|0.0|cleusa||USP|usp2021sjyt|mR|2.822434724|cleusa|Jauru/MT
usp2021sjuv|2021-09-19T12:23:18.313824|-3.049349|-77.652748|8.496180534|jroberto||USP|usp2021sjuv|mb|4.620960456|jroberto|Peru-Ecuador Border Region
usp2021sjms|2021-09-19T08:17:02.646637|-19.448362|-44.150063|0.0|jroberto||USP|usp2021sjms|mR|2.481845719|jroberto|Reg. de Funilândia/MG
usp2021sjcy|2021-09-19T03:21:29.06962|-15.577856|-71.553337|0.0|jroberto||USP|usp2021sjcy|mb|4.226085428|jroberto|Southern Peru
usp2021sixv|2021-09-19T00:46:22.29188|-30.130899|-71.700653|37.43364716|jroberto||USP|usp2021sixv|mb|4.51639995|jroberto|Near Coast of Central Chile
usp2021sipy|2021-09-18T20:47:05.502993|-9.705099|148.611359|10.0|cleusa||USP|usp2021sipy|mb|5.445907941|cleusa|Eastern New Guinea Reg., P.N.G.
usp2021siep|2021-09-18T15:03:50.462126|-3.936101|-40.132832|0.0|jroberto||USP|usp2021siep|MLv|2.029761089|jroberto|Forquilha/CE
usp2021sidz|2021-09-18T14:44:03.840597|13.251932|-89.043427|122.3020477|jroberto||USP|usp2021sidz|mb|4.842532673|jroberto|El Salvador
usp2021sidp|2021-09-18T14:33:09.910487|-6.800964|-35.259308|0.0|jroberto||USP|usp2021sidp|mR|2.032556603|jroberto|Itapororoca/PB
usp2021siay|2021-09-18T13:12:09.500617|-59.146351|-26.091562|10.0|cleusa||USP|usp2021siay|mb|4.873347226|cleusa|South Sandwich Islands Region
usp2021sglj|2021-09-17T16:12:41.123349|-21.973497|-67.228340|156.6743011|jroberto||USP|usp2021sglj|mb|4.335666385|jroberto|Chile-Bolivia Border Region
usp2021sgaa|2021-09-17T10:28:40.72603|-13.270709|167.403992|10.0|cleusa||USP|usp2021sgaa|mb|5.033529342|cleusa|Vanuatu Islands
usp2021sfvd|2021-09-17T08:00:07.162156|-59.100369|-25.691875|10.0|cleusa||USP|usp2021sfvd|mb|4.842372242|cleusa|South Sandwich Islands Region
usp2021sfkp|2021-09-17T02:40:18.728648|-20.115133|-69.113937|104.0|cleusa||USP|usp2021sfkp|mb|4.324918744|cleusa|Northern Chile
usp2021sfdm|2021-09-16T23:05:08.6582|55.338024|-156.735794|10.0|cleusa||USP|usp2021sfdm|mb|5.115718857|cleusa|South of Alaska
usp2021sezy|2021-09-16T21:17:53.988422|-12.420902|-57.146252|0.0|jroberto||USP|usp2021sezy|mR|2.485321016|jroberto|Nova Maringa/MT
usp2021seuo|2021-09-16T18:34:55.589122|-31.836073|-72.288742|19.0|cleusa||USP|usp2021seuo|mb|4.494274177|cleusa|Off Coast of Central Chile
usp2021setd|2021-09-16T17:51:56.003503|55.480259|-156.710190|10.0|cleusa||USP|usp2021setd|mb|5.325307262|cleusa|South of Alaska
usp2021seda|2021-09-16T09:42:29.8357|37.494087|137.324188|10.0|cleusa||USP|usp2021seda|mb|4.701760995|cleusa|Near West Coast of Honshu, Japan
usp2021sdyp|2021-09-16T07:29:12.468816|-18.857111|-68.553543|135.1679077|jroberto||USP|usp2021sdyp|mb|4.187979752|jroberto|Chile-Bolivia Border Region
usp2021sdxg|2021-09-16T06:48:25.179999|2.719833|-59.581833|0.0|jroberto||USP|usp2021sdxg|mR|3.015976998|jroberto|Guyana
usp2021sdtq|2021-09-16T04:58:35.878102|-59.659363|-25.765968|35.0|cleusa||USP|usp2021sdtq|mb|4.951465868|cleusa|South Sandwich Islands Region
usp2021sdoe|2021-09-16T02:13:12.688919|-19.825279|-68.272453|142.6930237|jroberto||USP|usp2021sdoe|mb|4.301410975|jroberto|Chile-Bolivia Border Region
usp2021sdml|2021-09-16T01:20:41.029752|-56.353954|-36.329288|10.0|cleusa||USP|usp2021sdml|mb|5.267275364|cleusa|South Georgia Island Region
usp2021sdmd|2021-09-16T01:10:18.412547|-26.184769|-70.944374|17.0|cleusa||USP|usp2021sdmd|mb|4.377121198|cleusa|Near Coast of Northern Chile
usp2021sdkk|2021-09-16T00:18:41.464827|-23.983963|-66.934746|195.1983795|jroberto||USP|usp2021sdkk|mb|4.191383254|jroberto|Jujuy Province, Argentina
usp2021sdgw|2021-09-15T22:31:35.043132|15.216537|-92.989426|45.70877838|jroberto||USP|usp2021sdgw|mb|4.972897712|jroberto|Mexico-Guatemala Border Region
usp2021sdcz|2021-09-15T20:33:31.508258|29.090336|105.341278|10.0|jroberto||USP|usp2021sdcz|mb|5.586143952|jroberto|Sichuan, China
usp2021scxb|2021-09-15T17:34:27.802539|-5.338723|-42.715851|0.0|jroberto||USP|usp2021scxb|mR|2.412993951|jroberto|Demerval Lobao/PI
usp2021scto|2021-09-15T15:47:46.292046|-21.646393|-67.982071|139.0|cleusa||USP|usp2021scto|mb|4.254812398|cleusa|Chile-Bolivia Border Region
usp2021sciw|2021-09-15T10:22:57.76899|-58.005241|-23.353815|10.0|cleusa||USP|usp2021sciw|mb|5.063919911|cleusa|South Sandwich Islands Region
usp2021schi|2021-09-15T09:36:44.571954|-1.486783|-15.985336|10.0|jroberto||USP|usp2021schi|mb|4.688906232|jroberto|North of Ascension Island
usp2021scgk|2021-09-15T09:09:58.509999|-21.914667|-49.869333|0.0|marcelo||USP|usp2021scgk|mR|3.597640772|marcelo|Guaimbê/SP
usp2021scfr|2021-09-15T08:47:01.942208|-32.111786|-72.379150|39.52161407|jroberto||USP|usp2021scfr|mb|4.758588858|jroberto|Off Coast of Central Chile
usp2021scek|2021-09-15T08:08:14.522453|-60.689701|-24.508991|10.0|cleusa||USP|usp2021scek|mb|5.126791037|cleusa|South Sandwich Islands Region
usp2021sbzm|2021-09-15T05:39:19.995486|-8.115301|-50.241302|0.0|jroberto||USP|usp2021sbzm|mR|2.883443141|jroberto|Redencao/PA
usp2021sbxq|2021-09-15T04:43:02.84211|-59.171097|-23.693056|10.0|cleusa||USP|usp2021sbxq|mb|5.010334524|cleusa|South Sandwich Islands Region
usp2021sbvh|2021-09-15T03:31:33.270116|-58.370789|-26.159937|10.0|cleusa||USP|usp2021sbvh|mb|5.366220743|cleusa|South Sandwich Islands Region
usp2021sbpy|2021-09-15T00:49:49.676276|0.944916|122.282898|60.0|cleusa||USP|usp2021sbpy|mb|5.025328418|cleusa|Minahassa Peninsula, Sulawesi
usp2021sbgv|2021-09-14T20:13:55.306059|3.035133|95.525742|10.0|cleusa||USP|usp2021sbgv|mb|5.185754924|cleusa|Off West Coast of Northern Sumatra
usp2021saeo|2021-09-14T05:56:39.062303|64.442276|-146.861740|10.0|cleusa||USP|usp2021saeo|mb|5.037419851|cleusa|Central Alaska
usp2021sabc|2021-09-14T04:12:30.52019|-31.640013|-72.101242|10.0|cleusa||USP|usp2021sabc|mb|4.568352386|cleusa|Off Coast of Central Chile
usp2021rzwq|2021-09-14T01:56:47.411145|-31.392773|-71.705940|102.0|cleusa||USP|usp2021rzwq|mb|4.715953157|cleusa|Near Coast of Central Chile
usp2021rzsw|2021-09-14T00:02:58.684028|-15.254874|-73.679611|10.0|cleusa||USP|usp2021rzsw|mb|4.5240258|cleusa|Southern Peru
usp2021rzqj|2021-09-13T22:46:05.713066|32.474598|137.795578|361.0|cleusa||USP|usp2021rzqj|mb|5.354085024|scmag@seisMaster|Southeast of Honshu, Japan
usp2021rzeb|2021-09-13T16:33:13.592662|-15.468425|-70.032700|209.7252808|cleusa||USP|usp2021rzeb|mb|4.325074446|cleusa|Southern Peru
usp2021ryzj|2021-09-13T14:11:27.0579|-60.678665|-25.566160|80.26706696|cleusa||USP|usp2021ryzj|mb|5.134195743|cleusa|South Sandwich Islands Region
usp2021rytu|2021-09-13T11:22:01.976488|-37.212048|-74.961357|10.0|cleusa||USP|usp2021rytu|mb|4.66885267|cleusa|Off Coast of Central Chile
usp2021rytk|2021-09-13T11:10:01.991526|-20.864143|-68.512779|105.0|cleusa||USP|usp2021rytk|mb|4.805734997|cleusa|Chile-Bolivia Border Region
usp2021ryrk|2021-09-13T10:09:43.593286|-24.024263|-66.846672|198.4742889|jroberto||USP|usp2021ryrk|mb|4.440002258|jroberto|Salta Province, Argentina
usp2021ryjx|2021-09-13T06:22:02.291983|-57.781158|-25.042429|10.0|cleusa||USP|usp2021ryjx|mb|4.627556944|cleusa|South Sandwich Islands Region
usp2021ryhu|2021-09-13T05:18:12.127774|-23.792509|-66.966187|196.2014771|jroberto||USP|usp2021ryhu|mb|6.237649846|jroberto|Jujuy Province, Argentina
usp2021ryfp|2021-09-13T04:12:28.311513|-29.919611|-71.961151|12.0|cleusa||USP|usp2021ryfp|mb|4.444715782|cleusa|Near Coast of Central Chile
usp2021ryct|2021-09-13T02:46:02.386961|-58.549713|-26.596613|10.0|cleusa||USP|usp2021ryct|mb|4.884952629|cleusa|South Sandwich Islands Region
usp2021rwxo|2021-09-12T10:59:59.025069|-8.473372|-80.307930|10.0|jroberto||USP|usp2021rwxo|mb|4.812033569|jroberto|Off Coast of Northern Peru
usp2021rwmt|2021-09-12T05:32:01.449398|29.768677|139.235153|437.0|cleusa||USP|usp2021rwmt|mb|4.667323747|cleusa|Southeast of Honshu, Japan
usp2021rwgu|2021-09-12T02:32:23.430642|47.189774|146.826752|333.6297302|cleusa||USP|usp2021rwgu|mb|5.193758648|cleusa|Northwest of Kuril Islands
usp2021rvwp|2021-09-11T21:24:25.034305|-8.627371|-80.762833|18.63392067|cleusa||USP|usp2021rvwp|mb|4.464146891|cleusa|Off Coast of Northern Peru
usp2021rvni|2021-09-11T16:41:21.086677|-18.430946|-71.598610|44.0|jroberto||USP|usp2021rvni|mb|4.415654274|jroberto|Off Coast of Northern Chile
usp2021rvex|2021-09-11T12:26:13.980549|-18.334503|-71.534218|35.0|cleusa||USP|usp2021rvex|mb|4.644535243|scmag@seisMaster|Off Coast of Northern Chile
usp2021ruyw|2021-09-11T09:23:04.660989|-59.668327|-26.363007|56.0|cleusa||USP|usp2021ruyw|mb|5.327706794|cleusa|South Sandwich Islands Region
usp2021ruyv|2021-09-11T09:22:36.206095|-36.931087|-90.476738|149.289093|jroberto||USP|usp2021ruyv|mb|4.463140976|jroberto|Southeast Central Pacific Ocean
